NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.1248646,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.201691,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.3010298,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.4008199,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.50105,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.6043758,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.7000408,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.800539,0
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,27,19,25,0.9037145,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.001771,1
0,1,2,2,0,1.407554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.101411,1
0,1,2,2,0,1.907554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.200074,1
0,1,2,2,0,2.407553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.305208,1
0,1,2,2,0,2.907553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.404318,1
0,1,2,2,0,3.407552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.500378,1
0,1,2,2,0,3.907552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.601542,1
0,1,2,2,0,4.007552,8.3085,0.3085001,15,3,27,27,3,27,1,2,17,27,19,25,1.702977,3
2,2,2,2,0.6085036,0.00849652,7.808498,0.808502,15,3,27,27,3,27,1,2,17,27,19,25,1.803791,3
2,2,2,2,0.6085036,0.00849652,7.308496,1.308504,15,3,27,27,3,27,1,2,17,27,19,25,1.901076,3
2,2,2,2,0.6085036,0.00849652,6.808494,1.808506,15,3,27,27,3,27,1,2,17,27,19,25,2.005133,3
2,2,2,2,0.6085036,0.00849652,6.308492,2.308507,15,3,27,27,3,27.3,1,2,17,27,19,25,2.1035,3
2,2,2,2,0.6085036,0.00849652,5.80849,2.808509,15,3,27,27,3,27.3,1,2,17,27,19,25,2.205301,3
2,2,2,2,0.6085036,0.00849652,5.308488,3.308511,15,3,27,27,3,27.3,1,2,17,27,19,25,2.303026,3
2,2,2,2,0.6085036,0.00849652,4.808486,3.808513,15,3,27,27,3,27.3,1,2,17,27,19,25,2.405098,3
2,2,2,2,4.608503,0.00849652,4.308484,4.308515,15,3,27,27,3,27.3,1,2,17,27,19,25,2.501577,3
2,2,2,2,0.6085036,0.00849652,3.808482,4.808517,15,3,27,27,3,27.3,1,2,17,27,19,25,2.602337,3
2,2,2,2,0.6085036,0.00849652,3.308481,5.308519,15,3,27,27,3,27.3,1,2,17,27,19,25,2.705782,3
2,2,2,2,0.6085036,0.00849652,2.808479,5.808521,15,3,27,27,3,27.3,1,2,17,27,19,25,2.800087,3
2,2,2,2,0.6085036,0.00849652,2.308477,6.308523,15,3,27,27,3,27.3,1,2,17,27,19,25,2.901957,3
2,2,2,2,0.6085036,0.00849652,1.808475,6.808525,15,3,27,27,3,27.3,1,2,17,27,19,25,3.006296,3
2,2,2,2,0.6085036,0.00849652,1.308473,7.308527,15,3,27,27,3,27.3,1,2,17,27,19,25,3.100589,3
2,2,2,2,0.6085036,0.00849652,0.8084714,7.808528,15,3,27,27,3,27.3,1,2,17,27,19,25,3.201552,3
0,1,2,2,0,4.007551,0.3084695,8.30853,15,3,27,27,3,27.3,1,2,17,27,19,25,3.302672,3
0,1,2,2,0,3.907552,0.1084688,0.5085314,15,3,27,27,3,27.3,1,2,17,27,19,25,3.404363,2
0,1,2,2,0,3.407552,0.1084688,0.5085314,15,3,27,27,3,27.3,1,2,17,27,19,25,3.503775,2
0,1,2,2,0,2.907553,0.1084688,0.5085314,15,3,27,27,3,27.3,1,2,17,27,19,25,3.604326,2
0,1,2,2,0,2.407553,0.1084688,0.5085314,15,3,27,27,3,27.3,1,2,17,27,19,25,3.701133,2
0,1,2,2,0,1.907554,0.1084688,0.5085314,15,3,27,27,3,27.3,1,2,17,27,19,25,3.801064,2
0,1,2,2,0,1.407554,0.1084688,0.5085314,15,3,27,27,3,27.3,1,2,17,27,19,25,3.904883,2
0,1,2,2,0,0.9075544,0.1084688,0.5085313,15,3,27,27,3,27.3,1,2,17,27,19,25,4.006911,2
0,1,1,2,0,0.407555,8.107524,0.5085314,15,3,27,26.5,3,27.3,1,2,17,27,19,25,4.103659,3
2,1,1,2,0.2085001,0.407555,7.807522,0.8085325,15,3,27,26,3,27.3,1,2,17,27,19,25,4.206842,3
2,1,1,2,0.2085001,0.407555,7.30752,1.308534,15,3,27,25.49999,3,27.3,1,2,17,27,19,25,4.301129,3
2,1,1,2,0.2085001,0.407555,6.807519,1.808536,15,3,27,24.99999,3,27.3,1,2,17,27,19,25,4.401176,3
2,1,1,2,0.2085001,0.407555,6.307517,2.308538,15,3,27,24.49999,3,27.3,1,2,17,27,19,25,4.503796,3
2,1,1,2,0.2085001,0.407555,5.807515,2.80854,15,3,27,23.99999,3,27.3,1,2,17,27,19,25,4.600989,3
2,1,1,2,0.2085001,0.407555,5.307513,3.308542,15,3,27,23.49999,3,27.3,1,2,17,27,19,25,4.702085,3
2,1,1,2,0.2085001,0.407555,4.807511,3.808544,15,3,27,22.99998,3,27.3,1,2,17,27,19,25,4.803333,3
2,1,1,2,10.0085,0.6075548,4.60751,4.008544,15,3,27,22.49998,3,27.3,1,2,17,27,19,25,4.904791,1
2,1,2,2,9.508501,1.107554,0.6084555,0.008544681,15,3,27,21.99998,3,27.3,1,2,17,27,19,25,5.004193,1
2,1,2,2,9.008501,1.607554,0.6084555,0.008544681,15,3,27,21.49998,3,27.3,1,2,17,27,19,25,5.102712,1
2,1,2,2,8.508502,2.107553,0.6084555,0.008544681,15,3,27,20.99998,3,27.3,1,2,17,27,19,25,5.204412,1
2,1,2,2,8.008502,2.607553,0.6084555,0.008544681,15,3,27,20.49998,3,27.3,1,2,17,27,19,25,5.300003,1
2,1,2,2,7.508503,3.107553,0.6084555,0.008544681,15,3,27,19.99997,3,27.3,1,2,17,27,19,25,5.402719,1
2,1,2,2,7.008502,3.607552,0.6084555,0.008544681,15,3,27,19.49997,3,27.3,1,2,17,27,19,25,5.50563,1
2,1,2,2,6.508503,4.107551,0.6084555,0.008544681,15,3,27,18.99997,3,27.3,1,2,17,27,19,25,5.600894,1
2,1,2,2,6.008504,4.607551,0.6084555,0.008544681,15,3,27,18.49997,3,27.3,1,2,17,27,19,25,5.704533,1
2,1,1,1,5.508504,5.10755,0.6075104,0.007599711,15,3,27,17.99997,3,27.3,1,2,17,27,19,25,5.803219,1
