NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.1811926,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.2011926,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.3040706,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.4044301,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.5009379,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.6074267,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.7011267,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.807646,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,0.902079,0
0,1,2,1,0,0.5075549,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,7,11,23,1.008215,1
0,1,2,2,0,1.007554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.10117,1
0,1,2,2,0,1.507554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.204784,1
0,1,2,2,0,2.007554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.302312,1
0,1,2,2,0,2.507553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.400648,1
0,1,2,2,0,3.007552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.502016,1
0,1,2,2,0,3.507552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.60071,1
0,1,2,2,0,4.007552,8.3085,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.70281,1
0,1,2,2,0,4.507551,8.3085,0.3085001,15,3,27,27,3,27,1,2,15,7,11,23,1.802465,1
1,1,2,1,19.60756,5.00755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,15,7,11,23,1.900942,1
1,1,2,1,19.10756,5.507551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,15,7,11,23,2.000838,1
1,1,2,1,18.60756,6.007553,0.3085001,0.3075551,15,3,27,27,3,27.3,1,2,15,7,11,23,2.103606,1
1,1,2,1,18.10756,6.507555,0.3085001,0.3075551,15,3,27,27,3,27.3,1,2,15,7,11,23,2.204194,1
1,1,2,1,17.60755,7.007556,0.3085001,0.3075551,15,3,27,27,3,27.3,1,2,15,7,11,23,2.301907,1
1,1,2,1,17.10755,7.507559,0.3085001,0.3075551,15,3,27,27,3,27.3,1,2,15,7,11,23,2.402954,1
1,1,2,2,16.60755,8.007561,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,2.505376,1
1,1,2,2,16.10755,8.507563,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,2.60235,1
1,1,2,2,15.60755,9.007565,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,2.702548,1
1,1,2,2,15.10754,9.507566,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,2.803101,1
1,1,2,1,14.60754,10.00757,0.3085001,8.307554,15,3,27,27,3,27.3,1,2,15,7,11,23,2.902806,1
1,1,2,1,14.10754,10.50757,0.3085001,8.307554,15,3,27,27,3,27.3,1,2,15,7,11,23,3.001235,1
1,1,2,2,13.60754,11.00757,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.104267,1
1,1,2,2,13.10754,11.50757,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.202213,1
1,1,2,2,12.60754,12.00758,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.301996,1
1,1,2,2,12.10753,12.50758,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.400866,1
1,1,2,2,11.60753,13.00758,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.50298,1
1,1,2,2,11.10753,13.50758,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.600221,1
1,1,1,1,10.60753,14.00758,2.307555,8.307555,15,3,27,27,3,27.3,1,2,15,7,11,23,3.70068,1
1,1,1,1,10.10752,14.50758,2.307555,8.307555,15,3,27,27,3,27.3,1,2,15,7,11,23,3.800933,1
1,1,2,2,9.607524,15.00759,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,3.902318,1
1,1,2,2,9.107522,15.50759,0.3085001,0.3085001,15,3,27,27,3,27.3,1,2,15,7,11,23,4.000559,1
1,1,2,2,8.60752,16.00759,0.3085001,0.3085001,15,3,27,26.5,3,27.3,1,2,15,7,11,23,4.103668,1
1,1,2,2,8.107518,16.50759,0.3085001,0.3085001,15,3,27,26,3,27.3,1,2,15,7,11,23,4.204225,1
1,1,2,2,7.607517,17.0076,0.3085001,0.3085001,15,3,27,25.49999,3,27.3,1,2,15,7,11,23,4.305392,1
1,1,2,2,7.107514,17.5076,0.3085001,0.3085001,15,3,27,24.99999,3,27.3,1,2,15,7,11,23,4.402162,1
1,1,2,2,6.607512,18.0076,0.3085001,0.3085001,15,3,27,24.49999,3,27.3,1,2,15,7,11,23,4.505503,1
1,1,2,2,6.10751,18.5076,0.3085001,0.3085001,15,3,27,23.99999,3,27.3,1,2,15,7,11,23,4.601371,1
1,1,2,2,5.607508,19.0076,0.3085001,0.3085001,15,3,27,23.49999,3,27.3,1,2,15,7,11,23,4.70187,1
1,1,2,2,5.107506,19.5076,0.3085001,0.3085001,15,3,27,22.99998,3,27.3,1,2,15,7,11,23,4.802894,1
1,0,2,2,4.607504,0,0.3085001,0.3085001,15,3,27,22.49998,3,27.3,1,2,15,7,11,23,4.904667,1
1,0,2,2,4.107503,0,0.3085001,0.3085001,15,3,27,21.99998,3,27.3,1,2,15,7,11,23,5.00137,1
1,0,2,2,3.607501,0,0.3085001,0.3085001,15,3,27,21.49998,3,27.3,1,2,15,7,11,23,5.101565,1
1,0,2,2,3.107499,0,0.3085001,0.3085001,15,3,27,20.99998,3,27.3,1,2,15,7,11,23,5.2012,1
1,0,2,2,2.607497,0,0.3085001,0.3085001,15,3,27,20.49998,3,27.3,1,2,15,7,11,23,5.304184,1
1,0,2,2,2.107495,0,0.3085001,0.3085001,15,3,27,19.99997,3,27.3,1,2,15,7,11,23,5.401926,1
1,0,2,2,1.607493,0,0.3085001,0.3085001,15,3,27,19.49997,3,27.3,1,2,15,7,11,23,5.503808,1
1,0,2,2,1.107491,0,0.3085001,0.3085001,15,3,27,18.99997,3,27.3,1,2,15,7,11,23,5.602004,1
1,0,1,6,0.6074894,0,16.30756,6.65775,15,3,27,18.49997,3,27.3,1,2,15,7,11,23,5.706081,1
