NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,23,3,21,0.106717,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,23,3,21,0.2017464,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,23,3,21,0.3008856,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,27,27,3,27,1,2,27,23,3,21,0.4001846,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,0.5008979,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,0.6005792,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,0.7016434,0
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,0.8013222,0
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,0.9012165,0
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,1.005375,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,1.102437,1
0,1,2,2,0,3.207552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,27,23,3,21,1.202508,1
0,1,2,2,0,3.707552,0.3085001,0.3085,15,3,27,27,3,27,1,2,27,23,3,21,1.303958,1
0,1,2,2,0,3.907551,0.2084997,0.4085005,15,3,27,27,3,27,1,2,27,23,3,21,1.403364,3
0,1,2,2,0,3.907552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,27,23,3,21,1.500738,3
0,1,2,2,0,3.907552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,27,23,3,21,1.604564,3
0,1,2,2,0,3.907552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,27,23,3,21,1.703258,3
0,1,2,2,0,3.907552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,27,23,3,21,1.802403,3
0,1,2,2,0,3.907552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,27,23,3,21,1.90173,1
0,1,2,2,0,4.307551,8.008499,0.6085013,15,3,27,27,3,27,1,2,27,23,3,21,2.000504,3
2,2,2,2,0.3085039,0.3084962,7.408497,1.208503,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.10464,3
2,2,2,2,0.3085039,0.3084962,7.008495,1.608505,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.201223,3
2,2,2,2,0.3085039,0.3084962,6.508493,2.108507,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.304025,3
2,2,2,2,0.3085039,0.3084962,6.008491,2.608509,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.403667,3
2,2,2,2,0.3085039,0.3084962,5.508489,3.108511,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.502197,3
2,2,2,2,0.3085039,0.3084962,5.008487,3.608513,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.602237,3
2,2,2,2,4.308504,0.3084962,4.408485,4.208514,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.705111,3
2,2,2,2,4.308504,0.3084962,4.008483,4.608516,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.80144,3
2,2,2,2,0.3085039,0.3084962,3.408481,5.208519,15,3,27.3,27,2.7,27,1,2,27,23,3,21,2.905124,3
2,2,2,2,0.3085039,0.3084962,2.908479,5.70852,15,3,27.3,27,2.7,27,1,2,27,23,3,21,3.005735,3
2,2,2,2,0.3085039,0.3084962,2.408478,6.208522,15,3,27.3,27,2.7,27,1,2,27,23,3,21,3.104308,3
2,2,2,2,0.3085039,0.3084962,2.008476,6.608524,15,3,27.3,27,2.7,27,1,2,27,23,3,21,3.203168,3
2,2,2,2,0.3085039,0.3084962,1.508474,7.108526,15,3,27.3,27,2.7,27,1,2,27,23,3,21,3.300831,3
2,2,2,2,0.3085039,0.3084962,0.9084719,7.708529,15,3,27.3,27,2.7,27,1,2,27,23,3,21,3.404999,3
