NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.1053766,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.2018611,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.3010736,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.4057525,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.5017855,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.60104,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.7051803,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,27,27,3,27,1,2,3,25,15,25,0.8025485,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,0.9009632,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.003286,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.105158,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.201947,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.303623,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.401523,1
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.503445,1
0,1,2,2,0,4.607551,8.3085,0.3085001,15,3,27,27,3,27,1,2,3,25,15,25,1.605977,1
1,1,2,1,19.50756,5.10755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,3,25,15,25,1.704424,1
1,1,2,1,19.00756,5.607551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,3,25,15,25,1.801406,1
1,1,2,1,18.50756,6.107553,0.3085001,0.3075551,15,3,27,27,3,27,1,2,3,25,15,25,1.901608,1
1,1,2,1,18.00756,6.607555,0.3085001,0.3075551,15,3,27,27,3,27,1,2,3,25,15,25,2.002792,1
1,1,2,1,17.50755,7.107557,0.3085001,0.3075551,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.10203,1
1,1,2,1,17.00755,7.607559,0.3085001,0.3075551,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.204647,1
1,1,2,2,16.50755,8.107561,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.304957,1
1,1,2,2,16.00755,8.607563,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.403513,1
1,1,2,2,15.50755,9.107565,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.50537,1
1,1,2,2,15.00754,9.607568,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.603919,1
1,1,2,1,14.50754,10.10757,0.3085001,8.307555,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.702105,1
1,1,2,1,14.00754,10.60757,0.3085001,8.307555,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.802844,1
1,1,2,2,13.50754,11.10757,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,2.905972,1
1,1,2,2,13.00754,11.60757,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.004358,1
1,1,2,2,12.50753,12.10758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.10295,1
1,1,2,2,12.00753,12.60758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.204964,1
1,1,2,2,11.50753,13.10758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.300564,1
1,1,2,2,11.00753,13.60758,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.405815,1
1,1,1,1,10.50753,14.10758,2.307555,8.307555,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.500914,1
1,1,1,1,10.00753,14.60758,2.307555,8.307555,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.605345,1
1,1,2,2,9.507524,15.10759,0.3085001,0.3085001,15,3,27.3,27,2.7,27,1,2,3,25,15,25,3.703418,1
