NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,3,3,11,23,0.1498932,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,3,3,11,23,0.2106549,0
0,1,2,1,0,0.5075549,0.3085001,8.307555,15,3,3,27,27,27,1,2,3,3,11,23,0.3207233,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,0.4064487,1
0,1,2,2,0,1.407554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,0.5044502,1
0,1,2,2,0,1.907554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,0.6064736,1
0,1,2,2,0,2.407553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,0.7043568,1
0,1,2,2,0,2.907553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,0.8053548,1
0,1,2,2,0,3.407552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,0.9029409,1
0,1,2,2,0,3.907552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,1.004484,1
0,1,2,2,0,4.407551,8.3085,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,1.101142,1
1,1,2,1,19.70756,4.90755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.201895,1
1,1,2,1,19.20756,5.40755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.300638,1
1,1,2,1,18.70756,5.907552,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.404044,1
1,1,2,1,18.20756,6.407555,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.50258,1
1,1,2,1,17.70755,6.907556,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.605777,1
1,1,2,1,17.20755,7.407558,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.705732,1
1,1,2,1,16.70755,7.907561,0.3085001,0.3075551,15,3,3,27,27,27,1,2,3,3,11,23,1.803022,1
1,1,2,2,16.20755,8.407562,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,1.903086,1
1,1,2,2,15.70755,8.907564,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.00296,1
1,1,2,2,15.20754,9.407566,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.101737,1
1,1,2,2,14.70754,9.907568,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.200358,1
1,1,2,1,14.20754,10.40757,0.3085001,8.307555,15,3,3,27,27,27,1,2,3,3,11,23,2.303921,1
1,1,2,2,13.70754,10.90757,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.400554,1
1,1,2,2,13.20754,11.40757,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.501848,1
1,1,2,2,12.70753,11.90758,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.601047,1
1,1,2,2,12.20753,12.40758,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.705113,1
1,1,2,2,11.70753,12.90758,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.802493,1
1,1,2,2,11.20753,13.40758,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,2.904974,1
1,1,2,2,10.70753,13.90758,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.000909,1
1,1,1,1,10.20753,14.40758,2.307555,8.307554,15,3,3,27,27,27,1,2,3,3,11,23,3.112319,1
1,1,2,2,9.707524,14.90759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.20093,1
1,1,2,2,9.207522,15.40759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.305248,1
1,1,2,2,8.70752,15.90759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.405442,1
1,1,2,2,8.207519,16.40759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.501323,1
1,1,2,2,7.707517,16.90759,0.3085001,0.3085,15,3,3,27,27,27,1,2,3,3,11,23,3.602376,1
1,1,2,2,7.307515,17.30759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.707633,0
1,1,2,2,7.307515,17.30759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.800204,0
1,1,2,2,7.607517,17.0076,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,3.90961,2
1,1,2,2,8.107518,16.50759,0.3085001,0.3085001,15,3,3,27,27,27,1,2,3,3,11,23,4.002214,2
1,1,2,2,8.60752,16.00759,0.3085001,0.3085001,15,3,3,26.5,27,27,1,2,3,3,11,23,4.102523,2
1,1,2,2,8.907521,15.70759,0.3085001,0.3085,15,3,3,26,27,27,1,2,3,3,11,23,4.201566,4
1,1,2,2,9.407523,15.20759,0.3085001,0.3085001,15,3,3,25.49999,27,27,1,2,3,3,11,23,4.303347,2
