NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.1015429,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.2009628,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.3000708,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.4016791,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.5019304,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.602224,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,13,23,23,0.7027068,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,0.8007213,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,0.9018101,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,1.003063,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,1.101349,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,1.20246,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,1.300179,1
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,1.401052,1
0,1,2,2,0,4.607551,8.3085,0.3085001,15,3,3,27,27,27,1,2,5,13,23,23,1.501084,1
1,1,2,1,19.50756,5.10755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,5,13,23,23,1.601111,1
1,1,2,1,19.00756,5.607551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,5,13,23,23,1.701324,1
1,1,2,1,18.50756,6.107553,0.3085001,0.3075551,15,3,3,27,27,27,1,2,5,13,23,23,1.801077,1
1,1,2,1,18.00756,6.607555,0.3085001,0.3075551,15,3,3,27,27,27,1,2,5,13,23,23,1.900981,1
1,1,2,1,17.50755,7.107557,0.3085001,0.3075551,15,3,3,27,27,27,1,2,5,13,23,23,2.001506,1
1,1,2,1,17.00755,7.607559,0.3085001,0.3075551,15,3,3,26.5,27,26.5,1,2,5,13,23,23,2.101645,1
1,1,2,2,16.50755,8.107561,0.3085001,0.3085001,15,3,3,26,27,26,1,2,5,13,23,23,2.20111,1
1,1,2,2,16.00755,8.607563,0.3085001,0.3085001,15,3,3,25.49999,27,25.49999,1,2,5,13,23,23,2.30084,1
1,1,2,2,15.50755,9.107565,0.3085001,0.3085001,15,3,3,24.99999,27,24.99999,1,2,5,13,23,23,2.400125,1
1,1,2,2,15.00754,9.607568,0.3085001,0.3085001,15,3,3,24.49999,27,24.49999,1,2,5,13,23,23,2.500976,1
1,1,2,1,14.50754,10.10757,0.3085001,8.307555,15,3,3,23.99999,27,23.99999,1,2,5,13,23,23,2.600797,1
1,1,2,1,14.00754,10.60757,0.3085001,8.307555,15,3,3,23.49999,27,23.49999,1,2,5,13,23,23,2.703092,1
1,1,2,2,13.50754,11.10757,0.3085001,0.3085001,15,3,3,22.99998,27,22.99998,1,2,5,13,23,23,2.800086,1
1,1,2,2,13.00754,11.60757,0.3085001,0.3085001,15,3,3,22.49998,27,22.49998,1,2,5,13,23,23,2.903456,1
1,1,2,2,12.50753,12.10758,0.3085001,0.3085001,15,3,3,21.99998,27,21.99998,1,2,5,13,23,23,3.002474,1
1,1,2,2,12.00753,12.60758,0.3085001,0.3085001,15,3,3,21.49998,27,21.49998,1,2,5,13,23,23,3.10067,1
1,1,2,2,11.50753,13.10758,0.3085001,0.3085001,15,3,3,20.99998,27,20.99998,1,2,5,13,23,23,3.200501,1
1,1,2,2,11.00753,13.60758,0.3085001,0.3085001,15,3,3,20.49998,27,20.49998,1,2,5,13,23,23,3.302254,1
1,1,1,1,10.50753,14.10758,2.307555,8.307555,15,3,3,19.99997,27,19.99997,1,2,5,13,23,23,3.400194,1
1,1,1,5,10.00753,14.60758,2.307555,6.8085,15,3,3,19.49997,27,19.49997,1,2,5,13,23,23,3.503328,1
1,1,2,2,9.507524,15.10759,0.3085001,0.3085001,15,3,3,18.99997,27,18.99997,1,2,5,13,23,23,3.601609,1
